Lea State,LEA,School State,School,ID,Year,Category,Amount,Full Time Equivalent (FTE),American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),SWD (Section 504 only),EL
NC,Charlotte-Mecklenburg Schools,NC,Ardrey Kell High,3.70297E+11,2017,Salary Amount for Total Personnel (instructional support services and school administration),9793694,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ardrey Kell High,3.70297E+11,2017,Salary Amount for Teachers,7892265,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ardrey Kell High,3.70297E+11,2017,Instructional Aides,321607,14.64,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ardrey Kell High,3.70297E+11,2017,School Administration Staff,518062,5.44,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ardrey Kell High,3.70297E+11,2017,Support Services Staff (for Pupils and for Instructional Staff),1061760,18.04,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ardrey Kell High,3.70297E+11,2017,Non-Personnel Expenditures,704265,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cato Middle College High,3.70297E+11,2017,Salary Amount for Total Personnel (instructional support services and school administration),500186,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cato Middle College High,3.70297E+11,2017,Salary Amount for Teachers,218367,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cato Middle College High,3.70297E+11,2017,Instructional Aides,0,0,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cato Middle College High,3.70297E+11,2017,School Administration Staff,149338,1,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cato Middle College High,3.70297E+11,2017,Support Services Staff (for Pupils and for Instructional Staff),132481,1.92,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cato Middle College High,3.70297E+11,2017,Non-Personnel Expenditures,81668,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Whitewater Academy,3.70297E+11,2017,Salary Amount for Total Personnel (instructional support services and school administration),3263989,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Whitewater Academy,3.70297E+11,2017,Salary Amount for Teachers,2523872,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Whitewater Academy,3.70297E+11,2017,Instructional Aides,181488,9,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Whitewater Academy,3.70297E+11,2017,School Administration Staff,162996,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Whitewater Academy,3.70297E+11,2017,Support Services Staff (for Pupils and for Instructional Staff),395633,7.67,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Whitewater Academy,3.70297E+11,2017,Non-Personnel Expenditures,285984,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barnette Elementary,3.70297E+11,2017,Salary Amount for Total Personnel (instructional support services and school administration),2974956,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barnette Elementary,3.70297E+11,2017,Salary Amount for Teachers,2267994,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barnette Elementary,3.70297E+11,2017,Instructional Aides,251774,12.15,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barnette Elementary,3.70297E+11,2017,School Administration Staff,183074,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barnette Elementary,3.70297E+11,2017,Support Services Staff (for Pupils and for Instructional Staff),272114,5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barnette Elementary,3.70297E+11,2017,Non-Personnel Expenditures,155493,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bain Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3267482,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bain Elementary,3.70297E+11,2015,Salary Amount for Teachers,2588417,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bain Elementary,3.70297E+11,2015,Instructional Aides,228766,14,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bain Elementary,3.70297E+11,2015,School Administration Staff,162764,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bain Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),287534,5.26,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bain Elementary,3.70297E+11,2015,Non-Personnel Expenditures,200454,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Bain Elementary,3.70297E+11,2015,Total enrollment,,,4,46,2,91,112,658,28,941,44,31,46
NC,Charlotte-Mecklenburg Schools,NC,Barringer Academic Center,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2785011,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barringer Academic Center,3.70297E+11,2015,Salary Amount for Teachers,2147091,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barringer Academic Center,3.70297E+11,2015,Instructional Aides,154503,8,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barringer Academic Center,3.70297E+11,2015,School Administration Staff,166396,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barringer Academic Center,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),317019,5.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barringer Academic Center,3.70297E+11,2015,Non-Personnel Expenditures,252283,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Barringer Academic Center,3.70297E+11,2015,Total enrollment,,,2,127,2,25,334,97,13,600,32,10,10
NC,Charlotte-Mecklenburg Schools,NC,Berryhill School,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3211626,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Berryhill School,3.70297E+11,2015,Salary Amount for Teachers,2388052,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Berryhill School,3.70297E+11,2015,Instructional Aides,136884,7,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Berryhill School,3.70297E+11,2015,School Administration Staff,208749,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Berryhill School,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),477940,7.75,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Berryhill School,3.70297E+11,2015,Non-Personnel Expenditures,333964,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Berryhill School,3.70297E+11,2015,Total enrollment,,,4,28,0,457,94,112,10,705,71,4,217
NC,Charlotte-Mecklenburg Schools,NC,Beverly Woods Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3235280,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Beverly Woods Elementary,3.70297E+11,2015,Salary Amount for Teachers,2328804,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Beverly Woods Elementary,3.70297E+11,2015,Instructional Aides,433416,21,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Beverly Woods Elementary,3.70297E+11,2015,School Administration Staff,181626,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Beverly Woods Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),291433,4.82,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Beverly Woods Elementary,3.70297E+11,2015,Non-Personnel Expenditures,198370,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Beverly Woods Elementary,3.70297E+11,2015,Total enrollment,,,0,46,2,61,70,610,19,808,80,13,49
NC,Charlotte-Mecklenburg Schools,NC,Briarwood Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3174037,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Briarwood Elementary,3.70297E+11,2015,Salary Amount for Teachers,2215707,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Briarwood Elementary,3.70297E+11,2015,Instructional Aides,144831,9,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Briarwood Elementary,3.70297E+11,2015,School Administration Staff,238628,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Briarwood Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),574870,8.61,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Briarwood Elementary,3.70297E+11,2015,Non-Personnel Expenditures,308561,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Briarwood Elementary,3.70297E+11,2015,Total enrollment,,,7,25,0,337,367,22,13,771,59,0,238
NC,Charlotte-Mecklenburg Schools,NC,Carmel Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3695468,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Carmel Middle,3.70297E+11,2015,Salary Amount for Teachers,2935649,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Carmel Middle,3.70297E+11,2015,Instructional Aides,77807,10,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Carmel Middle,3.70297E+11,2015,School Administration Staff,331068,3.32,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Carmel Middle,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),350943,7.46,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Carmel Middle,3.70297E+11,2015,Non-Personnel Expenditures,245313,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Carmel Middle,3.70297E+11,2015,Total enrollment,,,0,13,0,238,172,583,34,1040,116,28,94
NC,Charlotte-Mecklenburg Schools,NC,Billingsville Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),1724521,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Billingsville Elementary,3.70297E+11,2015,Salary Amount for Teachers,940558,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Billingsville Elementary,3.70297E+11,2015,Instructional Aides,115732,5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Billingsville Elementary,3.70297E+11,2015,School Administration Staff,175240,2.98,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Billingsville Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),492990,9,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Billingsville Elementary,3.70297E+11,2015,Non-Personnel Expenditures,405530,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Billingsville Elementary,3.70297E+11,2015,Total enrollment,,,2,13,0,37,286,4,2,344,44,5,37
NC,Charlotte-Mecklenburg Schools,NC,Clear Creek Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2585738,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Clear Creek Elementary,3.70297E+11,2015,Salary Amount for Teachers,1903513,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Clear Creek Elementary,3.70297E+11,2015,Instructional Aides,156723,9,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Clear Creek Elementary,3.70297E+11,2015,School Administration Staff,168881,1.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Clear Creek Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),356621,6.5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Clear Creek Elementary,3.70297E+11,2015,Non-Personnel Expenditures,142090,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Clear Creek Elementary,3.70297E+11,2015,Total enrollment,,,7,10,0,148,193,271,22,651,65,7,70
NC,Charlotte-Mecklenburg Schools,NC,Cochrane Collegiate Academy,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3348147,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cochrane Collegiate Academy,3.70297E+11,2015,Salary Amount for Teachers,2296684,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cochrane Collegiate Academy,3.70297E+11,2015,Instructional Aides,35224,1.5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cochrane Collegiate Academy,3.70297E+11,2015,School Administration Staff,351061,4.43,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cochrane Collegiate Academy,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),665177,12.62,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cochrane Collegiate Academy,3.70297E+11,2015,Non-Personnel Expenditures,395325,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cochrane Collegiate Academy,3.70297E+11,2015,Total enrollment,,,0,19,2,355,346,16,10,748,53,13,139
NC,Charlotte-Mecklenburg Schools,NC,Collinswood Language Academy,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3143134,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Collinswood Language Academy,3.70297E+11,2015,Salary Amount for Teachers,2356338,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Collinswood Language Academy,3.70297E+11,2015,Instructional Aides,195605,9,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Collinswood Language Academy,3.70297E+11,2015,School Administration Staff,176023,3.7,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Collinswood Language Academy,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),415165,7.83,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Collinswood Language Academy,3.70297E+11,2015,Non-Personnel Expenditures,211210,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Collinswood Language Academy,3.70297E+11,2015,Total enrollment,,,4,2,2,472,118,148,13,759,83,31,124
NC,Charlotte-Mecklenburg Schools,NC,Cornelius Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2270283,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cornelius Elementary,3.70297E+11,2015,Salary Amount for Teachers,1712669,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cornelius Elementary,3.70297E+11,2015,Instructional Aides,161146,8.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cornelius Elementary,3.70297E+11,2015,School Administration Staff,159224,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cornelius Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),237242,4.33,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cornelius Elementary,3.70297E+11,2015,Non-Personnel Expenditures,198180,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cornelius Elementary,3.70297E+11,2015,Total enrollment,,,4,25,0,97,70,427,13,636,56,10,55
NC,Charlotte-Mecklenburg Schools,NC,Cotswold Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3483675,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cotswold Elementary,3.70297E+11,2015,Salary Amount for Teachers,2516288,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cotswold Elementary,3.70297E+11,2015,Instructional Aides,274987,13,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cotswold Elementary,3.70297E+11,2015,School Administration Staff,181063,2.5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cotswold Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),511336,5.5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cotswold Elementary,3.70297E+11,2015,Non-Personnel Expenditures,192493,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Cotswold Elementary,3.70297E+11,2015,Total enrollment,,,2,25,4,73,268,466,10,848,53,10,43
NC,Charlotte-Mecklenburg Schools,NC,Coulwood STEM Academy,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2817746,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Coulwood STEM Academy,3.70297E+11,2015,Salary Amount for Teachers,2209226,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Coulwood STEM Academy,3.70297E+11,2015,Instructional Aides,65402,3,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Coulwood STEM Academy,3.70297E+11,2015,School Administration Staff,221513,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Coulwood STEM Academy,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),321603,7.18,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Coulwood STEM Academy,3.70297E+11,2015,Non-Personnel Expenditures,345879,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Coulwood STEM Academy,3.70297E+11,2015,Total enrollment,,,8,25,0,97,466,49,13,658,74,19,37
NC,Charlotte-Mecklenburg Schools,NC,Davidson Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2591942,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Davidson Elementary,3.70297E+11,2015,Salary Amount for Teachers,1954373,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Davidson Elementary,3.70297E+11,2015,Instructional Aides,224866,10,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Davidson Elementary,3.70297E+11,2015,School Administration Staff,155905,1.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Davidson Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),256795,4.34,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Davidson Elementary,3.70297E+11,2015,Non-Personnel Expenditures,148273,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Davidson Elementary,3.70297E+11,2015,Total enrollment,,,2,16,2,82,40,559,4,705,62,16,46
NC,Charlotte-Mecklenburg Schools,NC,Rama Road Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2795647,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Rama Road Elementary,3.70297E+11,2015,Salary Amount for Teachers,1880399,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Rama Road Elementary,3.70297E+11,2015,Instructional Aides,269262,15.33,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Rama Road Elementary,3.70297E+11,2015,School Administration Staff,226591,1.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Rama Road Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),419394,6.76,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Rama Road Elementary,3.70297E+11,2015,Non-Personnel Expenditures,216081,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Rama Road Elementary,3.70297E+11,2015,Total enrollment,,,2,22,0,184,334,112,16,670,98,5,127
NC,Charlotte-Mecklenburg Schools,NC,Randolph Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3787525,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Randolph Middle,3.70297E+11,2015,Salary Amount for Teachers,2940850,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Randolph Middle,3.70297E+11,2015,Instructional Aides,129743,9,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Randolph Middle,3.70297E+11,2015,School Administration Staff,250846,2.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Randolph Middle,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),466085,9.25,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Randolph Middle,3.70297E+11,2015,Non-Personnel Expenditures,289452,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Randolph Middle,3.70297E+11,2015,Total enrollment,,,7,124,4,235,343,403,43,1159,32,40,13
NC,Charlotte-Mecklenburg Schools,NC,Ranson Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3521594,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ranson Middle,3.70297E+11,2015,Salary Amount for Teachers,2477553,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ranson Middle,3.70297E+11,2015,Instructional Aides,157667,7,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ranson Middle,3.70297E+11,2015,School Administration Staff,305804,2.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ranson Middle,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),580568,12.75,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ranson Middle,3.70297E+11,2015,Non-Personnel Expenditures,340649,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Ranson Middle,3.70297E+11,2015,Total enrollment,,,4,28,0,208,643,28,25,936,104,13,67
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),1897483,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Elementary,3.70297E+11,2015,Salary Amount for Teachers,1307189,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Elementary,3.70297E+11,2015,Instructional Aides,124394,8,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Elementary,3.70297E+11,2015,School Administration Staff,240359,1.5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),225539,5.89,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Elementary,3.70297E+11,2015,Non-Personnel Expenditures,197159,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Elementary,3.70297E+11,2015,Total enrollment,,,2,4,2,94,298,10,2,412,47,7,61
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Middle,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3293097,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Middle,3.70297E+11,2015,Salary Amount for Teachers,2214577,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Middle,3.70297E+11,2015,Instructional Aides,68092,5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Middle,3.70297E+11,2015,School Administration Staff,291705,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Middle,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),718722,12.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Middle,3.70297E+11,2015,Non-Personnel Expenditures,364331,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sedgefield Middle,3.70297E+11,2015,Total enrollment,,,4,10,2,280,337,67,10,710,98,31,151
NC,Charlotte-Mecklenburg Schools,NC,Selwyn Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),3288136,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Selwyn Elementary,3.70297E+11,2015,Salary Amount for Teachers,2360419,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Selwyn Elementary,3.70297E+11,2015,Instructional Aides,323864,17.5,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Selwyn Elementary,3.70297E+11,2015,School Administration Staff,157234,1.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Selwyn Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),446618,7.66,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Selwyn Elementary,3.70297E+11,2015,Non-Personnel Expenditures,203065,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Selwyn Elementary,3.70297E+11,2015,Total enrollment,,,4,16,2,61,82,688,13,866,71,34,34
NC,Charlotte-Mecklenburg Schools,NC,Shamrock Gardens Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2003771,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Shamrock Gardens Elementary,3.70297E+11,2015,Salary Amount for Teachers,1473734,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Shamrock Gardens Elementary,3.70297E+11,2015,Instructional Aides,114947,6,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Shamrock Gardens Elementary,3.70297E+11,2015,School Administration Staff,154336,1.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Shamrock Gardens Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),260751,4.07,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Shamrock Gardens Elementary,3.70297E+11,2015,Non-Personnel Expenditures,278670,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Shamrock Gardens Elementary,3.70297E+11,2015,Total enrollment,,,4,10,2,112,232,121,10,491,32,10,64
NC,Charlotte-Mecklenburg Schools,NC,Sharon Elementary,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),2890397,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sharon Elementary,3.70297E+11,2015,Salary Amount for Teachers,2193174,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sharon Elementary,3.70297E+11,2015,Instructional Aides,220776,13,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sharon Elementary,3.70297E+11,2015,School Administration Staff,199040,2,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sharon Elementary,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),277406,6.4,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sharon Elementary,3.70297E+11,2015,Non-Personnel Expenditures,161941,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Sharon Elementary,3.70297E+11,2015,Total enrollment,,,4,64,2,55,112,574,13,824,44,4,40
NC,Charlotte-Mecklenburg Schools,NC,Waddell Language Academy,3.70297E+11,2015,Salary Amount for Total Personnel (instructional support services and school administration),5161493,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Waddell Language Academy,3.70297E+11,2015,Salary Amount for Teachers,4135140,,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Waddell Language Academy,3.70297E+11,2015,Instructional Aides,235798,12,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Waddell Language Academy,3.70297E+11,2015,School Administration Staff,270463,2.99,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Waddell Language Academy,3.70297E+11,2015,Support Services Staff (for Pupils and for Instructional Staff),520091,10.91,,,,,,,,,,,
NC,Charlotte-Mecklenburg Schools,NC,Waddell Language Academy,3.70297E+11,2015,Non-Personnel Expenditures,577641,,,,,,,,,,,,
